word,pos,pos2
quadratical,Adjective,Adjective
quadratus,Adjective,Adjective
quadrennially,Adverb,Adverb
quadriceps,Noun,Noun.Verb
quadrigeminal,Adjective,Adjective
quadrille,Noun,Noun
quadrilles,Noun,Noun
quadrillion,Noun,Noun
quadrillionth,Noun,Noun
quadriplegia,Noun,Noun
quadriplegic,Adjective,Adjective
quadriplegics,Noun,Noun
quadroon,Noun,Noun
quadruped,Adjective,Adjective.Verb.Name
quadrupedal,Adjective,Adjective
quadrupeds,Noun,Noun
quadruple,Adjective,Adjective.Verb
quadrupled,Verb,Verb
quadruples,Verb,Verb
quadruplet,Noun,Noun
quadruplets,Noun,Noun
quadrupling,Verb,Verb
quads,Noun,Noun
quae,Name,Name
quaff,Verb,Verb.Noun
quaffing,Adjective,Adjective
quag,Verb,Verb
quagmire,Name,Name.Noun.Verb
quahog,Name,Name.Noun.Verb
quai,Name,Name.Adjective
quail,Noun,Noun.Verb.Name
quails,Verb,Verb.Noun
quaint,Adjective,Adjective
quainter,Adjective,Adjective
quaintest,Adjective,Adjective
quaintly,Adverb,Adverb
quaintness,Noun,Noun
quake,Noun,Noun.Verb
quaker,Adjective,Adjective.Noun
quakerism,Noun,Noun
quakers,Noun,Noun
quakes,Noun,Noun.Verb
quaking,Verb,Verb.Noun
qual,Name,Name.Adjective
quale,Name,Name
qualification,Noun,Noun
qualifications,Noun,Noun
qualified,Verb,Verb.Adjective.Noun
qualifier,Noun,Noun
qualifiers,Noun,Noun
qualifies,Verb,Verb
qualify,Verb,Verb
qualifying,Adjective,Adjective.Verb.Noun
qualitative,Adjective,Adjective
qualitatively,Adverb,Adverb
qualities,Noun,Noun
quality,Noun,Noun
qualm,Verb,Verb.Noun
qualms,Noun,Noun
quam,Unclassified,Unclassified
quan,Name,Name.Noun.Adjective
quandaries,Noun,Noun
quandary,Noun,Noun
quant,Noun,Noun.Name.Adjective
quanti,Noun,Noun.Name
quantifiable,Adjective,Adjective
quantified,Verb,Verb
quantifiers,Noun,Noun
quantify,Verb,Verb
quantifying,Verb,Verb
quantitative,Adjective,Adjective
quantities,Noun,Noun
quantity,Noun,Noun
quants,Noun,Noun
quantum,Noun,Noun.Name
quarantine,Noun,Noun.Verb
quarantined,Verb,Verb.Adjective
quarantines,Noun,Noun.Verb
quarantining,Noun,Noun.Verb
quark,Name,Name.Noun
quarks,Noun,Noun.Verb
quarrel,Noun,Noun.Verb
quarreled,Verb,Verb.Name
quarreling,Verb,Verb.Noun.Adjective
quarrelled,Verb,Verb
quarrelling,Verb,Verb.Noun.Adjective
quarrels,Noun,Noun
quarrelsome,Adjective,Adjective
quarries,Noun,Noun
quarry,Noun,Noun
quarrymen,Noun,Noun
quart,Noun,Noun
quarte,Noun,Noun
quarter,Noun,Noun.Verb
quarterback,Noun,Noun.Name
quarterbacked,Verb,Verb
quarterbacking,Verb,Verb
quarterbacks,Noun,Noun
quarterdeck,Noun,Noun
quarterdecks,Noun,Noun
quartered,Verb,Verb
quarterfinal,Adjective,Adjective
quarterfinals,Noun,Noun
quartering,Noun,Noun.Verb.Name.Adjective
quarterlies,Noun,Noun
quarterly,Adjective,Adjective.Noun.Adverb
quartermaster,Noun,Noun.Name
quartermasters,Noun,Noun.Name
quarters,Noun,Noun.Verb
quartersawn,Noun,Noun
quarterstaff,Noun,Noun
quartet,Noun,Noun
quartets,Noun,Noun
quarto,Noun,Noun
quarts,Noun,Noun
quartus,Adjective,Adjective
quartz,Noun,Noun
quasar,Noun,Noun
quasars,Noun,Noun
quash,Verb,Verb.Name
quashed,Verb,Verb
quasi,Adjective,Adjective.Adverb
quasimodo,Name,Name.Noun
quat,Verb,Verb.Noun
quaternary,Noun,Noun
quaters,Noun,Noun
quatorze,Verb,Verb.Name.Noun
quatrain,Noun,Noun
quatre,Noun,Noun.Name
quavers,Noun,Noun
quay,Noun,Noun
que,Unclassified,Unclassified.Name
quease,Noun,Noun
queasiness,Noun,Noun
queasy,Adjective,Adjective
quebec,Name,Name
quechua,Noun,Noun.Name
queen,Noun,Noun.Name.Verb
queendom,Noun,Noun
queenhood,Noun,Noun
queenliness,Noun,Noun
queenly,Adverb,Adverb
queens,Name,Name.Noun.Verb
queensberry,Noun,Noun
queensware,Name,Name
queer,Adjective,Adjective.Verb.Noun.Name
queered,Verb,Verb
queerer,Adjective,Adjective
queerest,Adjective,Adjective
queering,Verb,Verb
queerly,Adverb,Adverb
queers,Noun,Noun.Verb
quell,Verb,Verb
quelled,Verb,Verb
quelling,Verb,Verb
quells,Verb,Verb
quem,Noun,Noun
quench,Verb,Verb
quenched,Verb,Verb
quencher,Noun,Noun
quenches,Verb,Verb
quenching,Verb,Verb
quenelle,Noun,Noun
querida,Noun,Noun.Name
querido,Noun,Noun.Name
queried,Verb,Verb
queries,Noun,Noun
query,Noun,Noun.Verb
querying,Verb,Verb
ques,Noun,Noun.Name
quesadilla,Noun,Noun
quesadillas,Noun,Noun
quest,Noun,Noun.Preposition
questing,Noun,Noun.Verb
question,Noun,Noun.Verb
questionable,Adjective,Adjective
questionably,Adverb,Adverb
questioned,Verb,Verb.Adjective
questioner,Noun,Noun
questioning,Verb,Verb.Noun.Adjective
questionings,Noun,Noun
questionless,Adjective,Adjective
questionnaire,Noun,Noun
questionnaires,Noun,Noun
questions,Noun,Noun.Verb
quests,Noun,Noun
quetzal,Noun,Noun
quetzalcoatl,Name,Name
queue,Noun,Noun.Verb
queued,Verb,Verb
queues,Noun,Noun
queuing,Verb,Verb.Noun
qui,Unclassified,Unclassified
quibble,Verb,Verb.Noun
quibbled,Verb,Verb
quibbles,Noun,Noun
quibbling,Verb,Verb.Noun
quibus,Noun,Noun
quiche,Noun,Noun.Name
quiches,Noun,Noun
quick,Adjective,Adjective.Adverb.Noun
quicken,Verb,Verb
quickened,Verb,Verb.Adjective
quickening,Verb,Verb.Noun.Adjective
quickens,Verb,Verb
quicker,Adverb,Adverb.Adjective
quickest,Adjective,Adjective
quickie,Noun,Noun.Name
quickies,Noun,Noun.Verb
quicklime,Noun,Noun
quickly,Adverb,Adverb
quickness,Noun,Noun
quicks,Noun,Noun
quicksand,Noun,Noun
quicksands,Noun,Noun
quicksilver,Noun,Noun.Verb.Name
quickstep,Verb,Verb.Noun
quid,Noun,Noun
quids,Noun,Noun
quiet,Adjective,Adjective.Verb.Noun.Name
quieted,Verb,Verb
quieten,Verb,Verb
quietens,Verb,Verb
quieter,Adjective,Adjective
quietest,Adjective,Adjective
quieting,Verb,Verb
quietly,Adverb,Adverb
quietness,Noun,Noun
quiets,Verb,Verb.Noun
quietude,Noun,Noun
quietus,Noun,Noun
quiff,Noun,Noun
quila,Noun,Noun
quill,Name,Name.Noun.Verb
quillet,Noun,Noun
quills,Noun,Noun.Name
quilt,Noun,Noun
quilted,Adjective,Adjective
quilter,Noun,Noun
quilting,Verb,Verb.Adjective.Noun
quilts,Noun,Noun
quim,Noun,Noun
quin,Noun,Noun.Name
quinaldine,Noun,Noun
quince,Noun,Noun
quinces,Noun,Noun
quincy,Name,Name.Noun
quinella,Noun,Noun
quinidine,Noun,Noun
quinine,Noun,Noun
quinoa,Noun,Noun
quinoid,Adjective,Adjective
quinones,Noun,Noun.Name
quint,Noun,Noun.Name
quinta,Name,Name
quintal,Adjective,Adjective
quintals,Noun,Noun
quintessence,Noun,Noun
quintessential,Adjective,Adjective
quintessentially,Adverb,Adverb
quintet,Noun,Noun.Name
quintillion,Noun,Noun
quintillions,Noun,Noun
quintin,Name,Name
quinto,Name,Name.Noun
quinton,Name,Name.Noun
quints,Noun,Noun
quintuple,Adjective,Adjective
quintuplets,Noun,Noun
quintuplicate,Noun,Noun
quintuplicated,Verb,Verb
quintus,Adjective,Adjective
quinze,Name,Name
quip,Noun,Noun.Verb
quipped,Verb,Verb
quippy,Adjective,Adjective
quips,Noun,Noun.Verb
quipu,Noun,Noun
quire,Verb,Verb
quirk,Noun,Noun
quirkier,Adjective,Adjective
quirkiness,Noun,Noun
quirks,Noun,Noun
quirky,Adjective,Adjective
quirt,Name,Name.Verb.Noun
quis,Unclassified,Unclassified
quisling,Verb,Verb.Noun
quist,Name,Name
quit,Verb,Verb.Adjective
quitclaim,Noun,Noun.Verb
quite,Adverb,Adverb
quiting,Verb,Verb
quito,Name,Name
quits,Verb,Verb.Adjective
quitted,Verb,Verb
quitter,Noun,Noun
quitters,Noun,Noun.Name
quitting,Verb,Verb.Noun
quiver,Noun,Noun.Verb
quivered,Verb,Verb
quivering,Adjective,Adjective.Verb
quivers,Verb,Verb.Name.Noun
quivery,Adjective,Adjective
quixote,Name,Name.Noun
quixotes,Name,Name
quixotic,Adjective,Adjective
quiz,Noun,Noun.Verb
quizmaster,Noun,Noun
quizzed,Verb,Verb
quizzes,Noun,Noun
quizzical,Adjective,Adjective
quizzically,Adverb,Adverb
quizzing,Verb,Verb
quo,Noun,Noun.Name
quoad,Noun,Noun
quod,Unclassified,Unclassified
quodlibet,Noun,Noun
quoit,Noun,Noun
quondam,Noun,Noun
quonset,Noun,Noun
quor,#N/A,#N/A
quorum,Noun,Noun
quos,Noun,Noun
quota,Noun,Noun
quotable,Adjective,Adjective
quotas,Noun,Noun
quotation,Noun,Noun
quotations,Noun,Noun
quote,Verb,Verb.Noun
quoted,Verb,Verb.Adjective
quotes,Noun,Noun.Verb
quoth,Noun,Noun.Name
quotidian,Noun,Noun
quotient,Noun,Noun
quoting,Verb,Verb.Noun
qv,#N/A,#N/A
r,Letter,Letter.Name
ra,Name,Name.Noun
raad,Name,Name
rab,Name,Name
rabat,Name,Name
rabban,Noun,Noun.Name
rabbet,Verb,Verb
rabbeted,Verb,Verb.Adjective
rabbi,Noun,Noun.Name
rabbinic,Adjective,Adjective
rabbinical,Adjective,Adjective
rabbinically,Adverb,Adverb
rabbis,Noun,Noun
rabbit,Noun,Noun.Name.Verb
rabbiting,Verb,Verb
rabbits,Noun,Noun.Verb
rabbity,Adjective,Adjective
rabble,Noun,Noun
rabid,Adjective,Adjective
rabies,Noun,Noun
raccoon,Noun,Noun.Name
raccoons,Noun,Noun
race,Noun,Noun.Verb
racecard,Noun,Noun
racecourse,Noun,Noun.Name
raced,Verb,Verb.Noun
racehorse,Noun,Noun.Verb
racehorses,Noun,Noun.Verb
racemic,Adjective,Adjective
racer,Noun,Noun.Name
racers,Noun,Noun.Name
races,Noun,Noun.Verb
racetrack,Noun,Noun.Verb.Name
racetracks,Noun,Noun
raceway,Noun,Noun.Name
rach,Name,Name
racial,Adjective,Adjective
racialism,Noun,Noun
racialist,Adjective,Adjective
racialistic,Adjective,Adjective
racially,Adverb,Adverb
racing,Verb,Verb.Adjective.Noun
racism,Noun,Noun
racist,Adjective,Adjective.Noun
racists,Noun,Noun
rack,Noun,Noun.Verb
racked,Verb,Verb
racker,Noun,Noun
racket,Noun,Noun
racketeer,Noun,Noun.Verb
racketeering,Noun,Noun
racketeers,Noun,Noun
rackets,Noun,Noun
racking,Verb,Verb.Noun
racks,Noun,Noun
raconteur,Noun,Noun
racoon,Noun,Noun.Name
racoons,Noun,Noun
racquet,Noun,Noun.Name
racquetball,Noun,Noun
racquets,Noun,Noun
racy,Adjective,Adjective
rad,Noun,Noun.Name
rada,Name,Name.Noun
radar,Noun,Noun.Name
radars,Noun,Noun
radeau,Name,Name
radford,Name,Name
radial,Adjective,Adjective.Noun
radialis,Noun,Noun
radials,Noun,Noun
radiance,Noun,Noun
radiant,Adjective,Adjective
radiantly,Adverb,Adverb
radiate,Verb,Verb.Noun
radiated,Verb,Verb.Adjective
radiates,Verb,Verb
radiating,Verb,Verb.Adjective
radiation,Noun,Noun
radiations,Noun,Noun
radiator,Noun,Noun
radiators,Noun,Noun
radical,Adjective,Adjective.Noun
radicalised,Verb,Verb
radicalism,Noun,Noun
radicalize,Verb,Verb
radicalized,Verb,Verb
radicalizing,Verb,Verb
radically,Adverb,Adverb
radicals,Noun,Noun
radicchio,Noun,Noun
radii,Noun,Noun
radio,Noun,Noun.Verb.Name
radioactive,Adjective,Adjective
radioactivity,Noun,Noun
radiocarbon,Noun,Noun
radioed,Verb,Verb
radiogram,Noun,Noun.Verb
radiograph,Noun,Noun
radiographs,Noun,Noun
radioing,Verb,Verb
radioisotope,Noun,Noun
radioisotopes,Noun,Noun
radiologic,Adjective,Adjective
radiological,Adjective,Adjective
radiologist,Noun,Noun
radiologists,Noun,Noun
radiology,Noun,Noun.Name
radioman,Noun,Noun.Name
radiomen,Noun,Noun
radiometer,Noun,Noun.Adjective
radiometers,Noun,Noun
radion,Noun,Noun.Name
radionics,Noun,Noun
radionuclide,Noun,Noun
radiophones,Noun,Noun
radios,Noun,Noun.Verb
radiotherapy,Noun,Noun
radish,Noun,Noun
radishes,Noun,Noun
radium,Noun,Noun.Name
radius,Noun,Noun
radix,Noun,Noun
radman,Name,Name
radon,Noun,Noun.Name
rads,Noun,Noun
raff,Name,Name.Noun.Verb
raffia,Noun,Noun
raffish,Adjective,Adjective
raffle,Noun,Noun.Verb
raffled,Verb,Verb
raffles,Noun,Noun
raffling,Verb,Verb
raft,Noun,Noun
rafted,Verb,Verb
rafter,Noun,Noun
rafters,Noun,Noun
rafting,Noun,Noun.Name
rafts,Noun,Noun
rafty,Adjective,Adjective
rag,Noun,Noun.Verb
raga,Noun,Noun.Name
ragamuffin,Noun,Noun
ragamuffins,Noun,Noun
ragbags,Noun,Noun
rage,Noun,Noun.Verb
raged,Verb,Verb
rageful,Adjective,Adjective
rageous,Adjective,Adjective
rager,Noun,Noun.Name
rages,Verb,Verb.Noun
ragged,Adjective,Adjective.Verb
raggedy,Adjective,Adjective.Noun.Name
ragging,Noun,Noun.Verb
raggle,Noun,Noun
raggy,Adjective,Adjective
raging,Adjective,Adjective.Verb
raglan,Name,Name
ragman,Noun,Noun.Name
ragnarok,Noun,Noun.Name.Verb
ragout,Noun,Noun
ragpicker,Noun,Noun.Name
rags,Noun,Noun
ragtag,Noun,Noun.Verb
ragtags,Noun,Noun
ragtime,Noun,Noun
ragweed,Verb,Verb.Noun
ragwort,Noun,Noun
rah,Interjection,Interjection.Noun.Name
raid,Noun,Noun.Verb
raided,Verb,Verb
raider,Noun,Noun
raiders,Noun,Noun
raiding,Verb,Verb.Adjective.Noun
raids,Noun,Noun.Verb
rail,Noun,Noun.Verb.Name
railbird,Noun,Noun
railcar,Noun,Noun
railed,Verb,Verb
railhead,Noun,Noun
railheads,Noun,Noun
railing,Noun,Noun.Verb
railings,Noun,Noun
railly,Name,Name
railroad,Noun,Noun.Name
railroaded,Verb,Verb
railroading,Verb,Verb.Noun
railroads,Noun,Noun
rails,Noun,Noun.Verb
railway,Noun,Noun
railwayman,Noun,Noun
railways,Noun,Noun
raiment,Noun,Noun
rain,Noun,Noun.Verb
rainbird,Name,Name
rainbow,Noun,Noun.Name
rainbows,Noun,Noun
raincheck,Noun,Noun
raincoat,Noun,Noun
raincoats,Noun,Noun
raindrop,Noun,Noun.Verb
raindrops,Noun,Noun
rained,Verb,Verb
rainer,Name,Name
raines,Name,Name.Verb
rainfall,Noun,Noun
rainforest,Noun,Noun
rainforests,Noun,Noun
rainier,Name,Name.Adjective
rainiest,Adjective,Adjective
raining,Verb,Verb.Noun.Adjective
rainmaker,Noun,Noun
rainmakers,Noun,Noun
rains,Verb,Verb.Noun.Name
rainstorm,Noun,Noun.Verb
rainwater,Noun,Noun
rainy,Adjective,Adjective
raise,Verb,Verb.Noun
raised,Verb,Verb.Adjective
raiser,Noun,Noun
raisers,Noun,Noun
raises,Verb,Verb.Noun
raisin,Noun,Noun.Name
raising,Verb,Verb.Noun
raisins,Noun,Noun.Name
raison,Noun,Noun
raj,Name,Name.Noun
raja,Noun,Noun.Name
rajah,Name,Name.Noun.Interjection
rajahs,Noun,Noun.Name
rake,Verb,Verb.Noun
raked,Verb,Verb.Name.Adjective
rakes,Verb,Verb.Noun
raki,Noun,Noun
raking,Verb,Verb.Adjective
rakish,Adjective,Adjective
rakishly,Adverb,Adverb
rakshasa,Name,Name
raku,Noun,Noun.Name
rale,Noun,Noun
rales,Noun,Noun
rall,Noun,Noun.Name
rallied,Verb,Verb
rallies,Noun,Noun.Verb
rally,Noun,Noun.Verb
rallye,Verb,Verb.Noun
rallying,Verb,Verb.Noun
ralph,Name,Name
ram,Noun,Noun.Verb.Name
ramada,Name,Name.Noun
ramadan,Noun,Noun
ramble,Verb,Verb.Noun
rambled,Verb,Verb
rambler,Noun,Noun
ramblers,Noun,Noun
rambles,Verb,Verb
rambling,Adjective,Adjective.Noun.Verb
ramblings,Noun,Noun
rambouillet,Name,Name
rambunctious,Adjective,Adjective
rame,Noun,Noun
rami,Noun,Noun.Adjective
ramifications,Noun,Noun
ramjet,Noun,Noun.Name
ramjets,Noun,Noun
rammed,Verb,Verb
rammer,Noun,Noun.Name
rammers,Noun,Noun
ramming,Verb,Verb
ramon,Name,Name.Noun
ramose,Verb,Verb
ramp,Noun,Noun
rampage,Noun,Noun
rampages,Noun,Noun
rampaging,Verb,Verb.Adjective
rampant,Adjective,Adjective
rampart,Noun,Noun.Name.Verb
ramparts,Noun,Noun
ramped,Verb,Verb
ramping,Verb,Verb
rampler,Name,Name
ramps,Noun,Noun
ramrod,Noun,Noun.Name.Verb
ramrodding,Verb,Verb
ramrods,Noun,Noun.Verb
rams,Noun,Noun.Verb.Name
ramshackle,Adjective,Adjective
ramson,Name,Name.Noun
ramus,Noun,Noun
ran,Verb,Verb
rana,Noun,Noun.Name
rance,Name,Name.Noun
rances,Name,Name
ranch,Noun,Noun.Name
ranched,Verb,Verb
rancher,Noun,Noun.Name
ranchero,Noun,Noun.Name
rancheros,Noun,Noun.Name
ranchers,Noun,Noun
ranches,Noun,Noun
ranching,Noun,Noun
rancho,Name,Name.Noun
ranchos,Noun,Noun
rancid,Adjective,Adjective
rancor,Noun,Noun
rancorous,Adjective,Adjective
rancour,Noun,Noun
rancours,Noun,Noun
rand,Name,Name.Noun
randall,Name,Name.Verb
randier,Adjective,Adjective
randle,Name,Name
random,Adjective,Adjective.Adverb.Name.Noun
randomise,Verb,Verb
randomises,Verb,Verb
randomization,Noun,Noun
randomized,Verb,Verb.Adjective
randomizing,Verb,Verb
randomly,Adverb,Adverb
randomness,Noun,Noun
randoms,Noun,Noun
rands,Noun,Noun
randy,Name,Name.Adjective
rane,Name,Name.Noun
rang,Verb,Verb
rangatira,Name,Name.Noun
range,Noun,Noun.Verb
ranged,Verb,Verb
rangeland,Noun,Noun
ranger,Noun,Noun.Name.Verb
rangers,Noun,Noun
ranges,Noun,Noun.Verb
ranging,Verb,Verb.Adjective
rangler,Noun,Noun
rangoon,Name,Name
rani,Name,Name.Adjective
rank,Noun,Noun.Verb.Adjective.Name
ranked,Verb,Verb.Adjective
ranker,Noun,Noun.Adjective
rankers,Noun,Noun
rankest,Adjective,Adjective
ranking,Noun,Noun.Verb
rankings,Noun,Noun
rankled,Verb,Verb
rankles,Verb,Verb
rankly,#N/A,#N/A
rankness,Noun,Noun
ranks,Noun,Noun.Verb
ransack,Verb,Verb.Noun
ransacked,Verb,Verb.Adjective
ransacking,Verb,Verb.Noun
ransom,Noun,Noun.Verb.Name
ransomed,Verb,Verb
ransoming,Verb,Verb
ransoms,Noun,Noun
rant,Noun,Noun.Adjective.Name
ranted,Verb,Verb
ranter,Noun,Noun
ranters,Noun,Noun
ranting,Verb,Verb.Noun.Adjective.Name
rantings,Noun,Noun
rants,Noun,Noun
ranunculus,Noun,Noun
rap,Noun,Noun.Verb.Name
rapacious,Adjective,Adjective
rapaciously,Adverb,Adverb
rapacity,Noun,Noun
rape,Noun,Noun.Verb
raped,Verb,Verb.Adjective
raper,Noun,Noun
rapers,Noun,Noun
rapes,Noun,Noun.Verb
rapeseed,Noun,Noun
raphael,Name,Name
rapid,Adjective,Adjective.Noun
rapidamente,Noun,Noun
rapide,Name,Name
rapidity,Noun,Noun
rapidly,Adverb,Adverb
rapido,Noun,Noun.Name
rapids,Noun,Noun.Name
rapier,Noun,Noun
rapiers,Noun,Noun
raping,Verb,Verb.Adjective.Noun
rapist,Noun,Noun.Name
rapists,Noun,Noun
rapped,Verb,Verb
rappel,Verb,Verb.Noun
rappelled,Verb,Verb
rappelling,Adjective,Adjective.Verb
rapper,Noun,Noun.Name
rappers,Noun,Noun
rapping,Verb,Verb.Name.Adjective.Noun
rapport,Noun,Noun
rapprochement,Noun,Noun
raps,Verb,Verb.Noun
rapscallion,Noun,Noun
rapscallions,Noun,Noun
rapt,Adjective,Adjective
raptor,Noun,Noun.Name
raptors,Noun,Noun.Name
rapture,Noun,Noun.Verb.Name
raptured,Adjective,Adjective
raptures,Noun,Noun.Verb
rapturous,Adjective,Adjective
rapturously,Adverb,Adverb
rara,Noun,Noun
rare,Adjective,Adjective
rarefied,Adjective,Adjective
rarely,Adverb,Adverb
rarer,Adjective,Adjective
rarest,Adjective,Adjective
rarified,Verb,Verb
raring,Verb,Verb
rarity,Noun,Noun
ras,Name,Name.Noun
rasa,Noun,Noun
rascal,Noun,Noun
rascality,Noun,Noun
rascally,Adverb,Adverb
rascals,Noun,Noun
rasen,Name,Name
rash,Noun,Noun.Adjective
rasher,Noun,Noun
rashers,Noun,Noun
rashes,Noun,Noun
rashly,Adverb,Adverb
rashness,Noun,Noun.Name
rasp,Noun,Noun.Verb
raspberries,Noun,Noun
raspberry,Noun,Noun.Name
raspier,Adjective,Adjective
raspiness,Noun,Noun
rasping,Adjective,Adjective.Verb
rasps,Verb,Verb
raspy,Adjective,Adjective
rassle,Noun,Noun
rassled,Verb,Verb
rassling,Verb,Verb
rastafarian,Adjective,Adjective
rat,Noun,Noun.Verb.Name
rata,Adverb,Adverb.Noun
rataplan,Noun,Noun
ratatouille,Noun,Noun.Name
ratbag,Verb,Verb.Name.Noun
ratcatcher,Noun,Noun
ratcher,Name,Name.Noun
ratchet,Noun,Noun.Verb.Name
ratcheting,Verb,Verb
ratchets,Noun,Noun.Verb
rate,Noun,Noun.Verb
rated,Verb,Verb.Adjective
rates,Noun,Noun.Verb
ratfink,Noun,Noun.Verb
rath,Noun,Noun
rathe,Name,Name.Noun.Verb
rather,Adverb,Adverb.Conjunction.Preposition
rathole,Noun,Noun
raticide,Noun,Noun
ratification,Noun,Noun
ratified,Verb,Verb
ratifies,Verb,Verb
ratify,Verb,Verb
ratifying,Verb,Verb
rating,Noun,Noun.Verb
ratings,Noun,Noun.Verb
ratio,Noun,Noun
ratiocinate,Verb,Verb
ratiocination,Noun,Noun
ration,Noun,Noun.Verb
rational,Adjective,Adjective.Noun
rationale,Noun,Noun
rationalisation,Noun,Noun
rationalisations,Noun,Noun
rationalise,Verb,Verb
rationalised,Verb,Verb
rationalising,Verb,Verb
rationalist,Noun,Noun
rationalities,Noun,Noun
rationality,Noun,Noun
rationalization,Noun,Noun.Name
rationalizations,Noun,Noun
rationalize,Verb,Verb
rationalized,Verb,Verb
rationalizing,Verb,Verb.Adjective
rationally,Adverb,Adverb
rationals,Noun,Noun
rationed,Verb,Verb.Adjective
rationing,Noun,Noun.Verb
rations,Noun,Noun.Verb
ratios,Noun,Noun
ratlike,Adjective,Adjective
rato,Noun,Noun
ratoon,Noun,Noun
rats,Noun,Noun.Verb
rattail,Noun,Noun
rattan,Noun,Noun.Name.Adjective
ratted,Verb,Verb.Adjective
ratting,Verb,Verb
rattle,Verb,Verb.Noun
rattlebrained,Verb,Verb.Adjective
rattled,Verb,Verb.Adjective
rattler,Noun,Noun
rattlers,Noun,Noun
rattles,Verb,Verb.Noun
rattlesnake,Noun,Noun.Verb.Name
rattlesnakes,Noun,Noun.Verb
rattling,Verb,Verb.Adjective
rattrap,Noun,Noun.Verb
rattraps,Noun,Noun
rattus,Noun,Noun.Adjective
ratty,Adjective,Adjective.Name
raucous,Adjective,Adjective
raun,Noun,Noun.Name.Verb
raunchier,Noun,Noun
raunchiest,Adjective,Adjective
raunchy,Noun,Noun.Adjective.Name
ravage,Verb,Verb.Name
ravaged,Verb,Verb.Adjective
ravager,Noun,Noun
ravagers,Noun,Noun
ravages,Noun,Noun.Verb
ravaging,Verb,Verb
rave,Noun,Noun.Verb
raved,Verb,Verb
ravel,Name,Name.Verb
raveled,Adjective,Adjective
ravelled,Adjective,Adjective
ravelling,Name,Name
ravels,Verb,Verb
raven,Noun,Noun.Name.Adjective
ravening,Verb,Verb.Adjective
ravenous,Adjective,Adjective
ravens,Noun,Noun.Name
raver,Noun,Noun
ravers,Noun,Noun
raves,Noun,Noun.Verb
ravin,Noun,Noun
ravine,Noun,Noun.Name
ravines,Noun,Noun
raving,Verb,Verb.Adjective.Adverb
ravingly,Adverb,Adverb
ravings,Noun,Noun
ravioli,Noun,Noun.Verb.Name
raviolis,Noun,Noun
ravish,Verb,Verb
ravished,Verb,Verb.Adjective
ravisher,Noun,Noun
ravishing,Adjective,Adjective.Verb
ravishingly,Adverb,Adverb
raw,Adjective,Adjective
rawest,Adjective,Adjective
rawhide,Verb,Verb.Noun.Name
rawhided,Verb,Verb.Name
rawhider,Noun,Noun
rawhiding,Verb,Verb
rawness,Noun,Noun
ray,Name,Name.Noun
raya,Noun,Noun.Name
rayon,Noun,Noun
rayons,Noun,Noun
rays,Noun,Noun
raze,Verb,Verb
razed,Verb,Verb
razing,Verb,Verb.Noun
razor,Noun,Noun.Verb
razorback,Noun,Noun
razorbacks,Noun,Noun
razors,Noun,Noun
razz,Verb,Verb.Name
razzamatazz,Noun,Noun
razzed,Verb,Verb
razzes,Noun,Noun
razzing,Verb,Verb.Noun
razzle,Verb,Verb.Noun.Name
razzmatazz,Name,Name.Verb.Noun
rc,Name,Name
rcd,#N/A,#N/A
rd,Noun,Noun
re,Preposition,Preposition.Name
rea,Noun,Noun
reabsorbed,Verb,Verb
reabsorption,Noun,Noun
reaccumulate,Verb,Verb
reach,Verb,Verb.Noun.Name
reachable,Adjective,Adjective
reached,Verb,Verb
reachers,Noun,Noun
reaches,Verb,Verb.Noun
reaching,Verb,Verb.Adjective
reacquaint,Verb,Verb.Noun
reacquainted,Adjective,Adjective.Verb
reacquainting,Verb,Verb
reacquire,Verb,Verb
reacquired,Verb,Verb
reacquisition,Noun,Noun
react,Verb,Verb
reactant,Adjective,Adjective
reactants,Noun,Noun
reacted,Verb,Verb
reacting,Verb,Verb
reaction,Noun,Noun
reactionaries,Noun,Noun
reactionary,Adjective,Adjective
reactions,Noun,Noun
reactivate,Verb,Verb.Name
reactivated,Verb,Verb.Adjective
reactivates,Verb,Verb
reactivating,Verb,Verb
reactivation,Noun,Noun
reactive,Adjective,Adjective
reactor,Noun,Noun.Name
reactors,Noun,Noun
reacts,Verb,Verb
read,Verb,Verb.Noun.Name
readable,Adjective,Adjective
readdicted,Verb,Verb
readdress,Verb,Verb
reader,Noun,Noun.Name
readers,Noun,Noun.Name
readership,Noun,Noun
readied,Verb,Verb
readier,Name,Name
readies,Noun,Noun
readiest,Adjective,Adjective
readily,Adverb,Adverb
readiness,Noun,Noun
reading,Verb,Verb.Noun.Name
readings,Noun,Noun
readjust,Verb,Verb.Noun
readjusted,Verb,Verb
readjusting,Verb,Verb.Name
readjustment,Noun,Noun
readjustments,Noun,Noun
readmit,Verb,Verb.Noun
readmittance,Noun,Noun
readmitted,Verb,Verb
readout,Noun,Noun.Verb
readouts,Noun,Noun
reads,Verb,Verb.Noun
ready,Adjective,Adjective.Verb.Adverb
readying,Verb,Verb.Noun
readymade,Adjective,Adjective
reaffirm,Verb,Verb
reaffirmation,Noun,Noun
reaffirmed,Verb,Verb
reaffirming,Verb,Verb
reaffirms,Verb,Verb
reaffix,Verb,Verb
reagan,Name,Name
reaganomics,Noun,Noun.Name
reagent,Noun,Noun.Adjective
reagents,Noun,Noun
reaks,Noun,Noun
real,Adjective,Adjective.Adverb.Noun
realer,Adjective,Adjective
