word,pos,pos2
a,Article,Article.Adverb.Letter.To.Noun.Preposition.Adjective
aa,Name,Name.Noun
aaa,Name,Name.Noun
aah,Interjection,Interjection
aahed,Verb,Verb
aahing,Verb,Verb
aahs,Noun,Noun
aal,Adjective,Adjective
aardvark,Noun,Noun.Verb.Name
aargh,Interjection,Interjection
aaron,Name,Name
aarrgh,Verb,Verb
aarrghh,Noun,Noun
aas,Noun,Noun.Name
ab,Unclassified,Unclassified.Noun.Verb
aba,Noun,Noun
abaca,Noun,Noun
aback,Adverb,Adverb
abacus,Noun,Noun.Name
abacuses,Noun,Noun
abaddon,Noun,Noun.Name
abaft,Verb,Verb.Noun
abalone,Verb,Verb.Noun.Name
abalones,Noun,Noun
abandon,Verb,Verb.Noun
abandoned,Verb,Verb.Adjective
abandoner,Noun,Noun
abandoning,Verb,Verb
abandonment,Noun,Noun
abandons,Verb,Verb
abase,Verb,Verb
abastard,Noun,Noun
abate,Verb,Verb.Noun
abated,Verb,Verb
abatement,Noun,Noun
abates,Verb,Verb
abating,Verb,Verb
abattoir,Noun,Noun
abay,Name,Name
abb,Name,Name.Noun
abba,Name,Name.Noun
abbas,Name,Name
abbe,Name,Name
abbess,Noun,Noun.Name
abbesses,Noun,Noun
abbey,Noun,Noun.Name
abbot,Name,Name.Noun
abbott,Name,Name.Noun
abbreviate,Verb,Verb
abbreviated,Adjective,Adjective.Verb
abbreviation,Noun,Noun
abbreviations,Noun,Noun
abby,Name,Name
abc,Name,Name.Noun
abd,Noun,Noun
abdicate,Verb,Verb
abdicated,Verb,Verb
abdicates,Noun,Noun
abdicating,Verb,Verb
abdication,Noun,Noun
abdomen,Noun,Noun
abdomens,Noun,Noun
abdominal,Adjective,Adjective
abdominals,Noun,Noun
abduct,Verb,Verb.Noun
abducted,Verb,Verb.Adjective.Name
abductee,Noun,Noun
abductees,Noun,Noun
abducting,Verb,Verb
abduction,Noun,Noun
abductions,Noun,Noun
abductor,Noun,Noun.Name
abductors,Noun,Noun
abducts,Verb,Verb
abeam,Noun,Noun.Verb
abed,Adverb,Adverb
abel,Name,Name.Verb.Noun
abele,Noun,Noun
abend,Noun,Noun.Name
aberdeen,Name,Name
abernethy,Name,Name
aberrant,Adjective,Adjective.Noun
aberration,Noun,Noun
aberrations,Noun,Noun
abet,Verb,Verb
abetted,Verb,Verb
abetting,Verb,Verb.Name
abettor,Noun,Noun
abeyance,Noun,Noun
abhor,Verb,Verb
abhorred,Verb,Verb
abhorrent,Adjective,Adjective
abhors,Verb,Verb
abide,Verb,Verb
abided,Verb,Verb
abiders,Noun,Noun
abides,Verb,Verb
abiding,Adjective,Adjective.Verb
abigail,Name,Name.Verb.Noun
abilene,Name,Name.Noun
abilities,Noun,Noun
ability,Noun,Noun
abiogenist,Noun,Noun
abit,Noun,Noun
abject,Adjective,Adjective
abjectly,Adverb,Adverb
abjure,Verb,Verb
ablate,Verb,Verb
ablated,Verb,Verb
ablation,Noun,Noun
ablaze,Adjective,Adjective
able,Adjective,Adjective
abler,Adjective,Adjective
ablest,Adjective,Adjective
abloom,Verb,Verb.Noun
ablution,Noun,Noun
ablutions,Noun,Noun
ably,Adverb,Adverb
abner,Name,Name.Noun
abnormal,Adjective,Adjective
abnormalities,Noun,Noun
abnormality,Noun,Noun
abnormally,Adverb,Adverb
abnormity,Noun,Noun
abo,Noun,Noun
aboard,Adverb,Adverb.Preposition
abode,Noun,Noun
abogado,Noun,Noun
abolish,Verb,Verb
abolished,Verb,Verb
abolishes,Verb,Verb
abolishing,Verb,Verb
abolition,Noun,Noun
abolitionism,Noun,Noun
abolitionist,Noun,Noun
abolitionists,Noun,Noun
abomasum,Noun,Noun
abominable,Adjective,Adjective
abominably,Adverb,Adverb
abominate,Verb,Verb.Noun.Adjective
abomination,Noun,Noun
abominations,Noun,Noun
aboriginal,Adjective,Adjective
aboriginally,Adverb,Adverb
aboriginals,Name,Name
aborigine,Noun,Noun.Verb
aborigines,Noun,Noun.Name
aborning,Verb,Verb
abort,Verb,Verb
aborted,Verb,Verb.Adjective.Name
aborting,Verb,Verb
abortion,Noun,Noun
abortionist,Noun,Noun
abortionists,Noun,Noun
abortions,Noun,Noun
abortive,Adjective,Adjective
abortively,Adverb,Adverb
aborts,Verb,Verb
abound,Verb,Verb
abounded,Verb,Verb
abounding,Verb,Verb
abounds,Verb,Verb
about,Preposition,Preposition.Adverb.Noun
abouts,Adverb,Adverb
above,Preposition,Preposition.Adverb.Adjective
aboveboard,Noun,Noun
aboveground,Adjective,Adjective
abovementioned,Adjective,Adjective
abracadabra,Noun,Noun.Name
abrade,Verb,Verb
abraded,Verb,Verb.Name.Adjective
abraham,Name,Name.Noun
abraid,Verb,Verb
abrasion,Noun,Noun
abrasions,Noun,Noun
abrasive,Adjective,Adjective
abrasiveness,Noun,Noun
abrasives,Verb,Verb.Noun
abraxas,Name,Name.Noun
abreaction,Noun,Noun
abreast,Adjective,Adjective
abridge,Noun,Noun
abridged,Adjective,Adjective.Verb.Name
abridgement,Noun,Noun
abridging,Verb,Verb
abroad,Adverb,Adverb
abrogate,Verb,Verb
abrogated,Verb,Verb
abrogating,Verb,Verb
abrupt,Adjective,Adjective
abruption,Noun,Noun
abruptly,Adverb,Adverb
abruptness,Noun,Noun
abs,Adjective,Adjective
abscam,Name,Name.Noun
abscess,Noun,Noun
abscessed,Verb,Verb.Adjective
abscesses,Noun,Noun
abscond,Verb,Verb.Noun
absconded,Verb,Verb
absconder,Noun,Noun
absconders,Verb,Verb.Noun
absconding,Verb,Verb.Noun
abseiling,Verb,Verb
absence,Noun,Noun
absences,Noun,Noun
absent,Adjective,Adjective.Verb
absentee,Noun,Noun
absenteeism,Noun,Noun
absentees,Noun,Noun
absentia,Adverb,Adverb
absenting,Verb,Verb
absentminded,Adjective,Adjective
absentmindedness,Noun,Noun
absinthe,Verb,Verb.Noun
absinthes,Noun,Noun
absinthium,Noun,Noun
absit,Verb,Verb
absolute,Adjective,Adjective
absolutely,Adverb,Adverb.Noun
absoluteness,Noun,Noun
absolutes,Noun,Noun
absolution,Noun,Noun
absolutions,Name,Name
absolve,Verb,Verb
absolved,Verb,Verb
absolver,Noun,Noun
absolves,Verb,Verb
absolving,Verb,Verb
absorb,Verb,Verb
absorbed,Verb,Verb.Adjective
absorbent,Adjective,Adjective.Noun
absorber,Noun,Noun
absorbers,Noun,Noun
absorbing,Verb,Verb.Adjective
absorbs,Verb,Verb
absorbtion,Noun,Noun
absorption,Noun,Noun
absorptions,Noun,Noun
abstain,Verb,Verb
abstained,Verb,Verb
abstainers,Noun,Noun
abstaining,Verb,Verb
abstains,Verb,Verb
abstention,Noun,Noun
abstentions,Noun,Noun
abstinence,Noun,Noun
abstinent,Noun,Noun.Adjective
abstract,Adjective,Adjective.Verb.Noun
abstracted,Adjective,Adjective.Verb
abstracting,Verb,Verb
abstraction,Noun,Noun
abstractionist,Noun,Noun
abstractions,Noun,Noun
abstractly,Adverb,Adverb
abstracts,Noun,Noun
abstruse,Adjective,Adjective
absurd,Adjective,Adjective
absurdist,Noun,Noun
absurdities,Noun,Noun
absurdity,Noun,Noun
absurdly,Adverb,Adverb
abt,Noun,Noun.Verb.Name
abu,Name,Name
abulia,Noun,Noun
abundance,Noun,Noun
abundant,Adjective,Adjective
abundantly,Adverb,Adverb
abuse,Noun,Noun.Verb.Name
abused,Verb,Verb.Adjective
abuser,Noun,Noun
abusers,Noun,Noun
abuses,Noun,Noun.Verb
abusing,Verb,Verb.Adjective
abusive,Adjective,Adjective
abusiveness,Noun,Noun
abut,Verb,Verb
abutment,Noun,Noun
abutments,Noun,Noun
abuts,Verb,Verb
abutting,Verb,Verb
abuzz,Noun,Noun
abysmal,Adjective,Adjective
abysmally,Adverb,Adverb
abyss,Noun,Noun
abyssal,Noun,Noun
abysses,Noun,Noun
abyssinia,Name,Name
abyssinian,Adjective,Adjective
abyssus,Noun,Noun
ac,Noun,Noun
acacia,Noun,Noun.Name
academe,Noun,Noun
academes,Noun,Noun
academia,Noun,Noun
academic,Adjective,Adjective.Noun
academically,Adverb,Adverb
academician,Noun,Noun
academics,Noun,Noun
academies,Noun,Noun
academy,Noun,Noun
acadia,Name,Name
acanthus,Adjective,Adjective
acapulco,Name,Name.Noun
acc,Noun,Noun.Name
accademia,Noun,Noun
accadian,Adjective,Adjective
accede,Verb,Verb
acceded,Verb,Verb
accelerant,Noun,Noun
accelerate,Verb,Verb
accelerated,Adjective,Adjective.Verb
accelerates,Verb,Verb
accelerating,Verb,Verb.Adjective
acceleration,Noun,Noun
accelerator,Noun,Noun
accelerators,Noun,Noun
accent,Noun,Noun.Verb
accented,Verb,Verb
accents,Noun,Noun
accentuate,Verb,Verb
accentuated,Verb,Verb
accentuates,Verb,Verb
accentuating,Verb,Verb
accept,Verb,Verb.Noun
acceptable,Adjective,Adjective
acceptance,Noun,Noun
acceptances,Noun,Noun
acceptant,Noun,Noun
accepted,Verb,Verb.Adjective
accepting,Verb,Verb
accepts,Verb,Verb.Noun
access,Noun,Noun.Verb
accessed,Verb,Verb
accesses,Verb,Verb
accessibility,Noun,Noun
accessible,Adjective,Adjective
accessing,Verb,Verb.Noun
accession,Noun,Noun
accessories,Noun,Noun
accessorise,Verb,Verb
accessorize,Verb,Verb
accessorized,Verb,Verb
accessorizing,Verb,Verb.Adjective
accessory,Noun,Noun.Adjective
accident,Noun,Noun
accidental,Adjective,Adjective
accidentally,Adverb,Adverb
accidentals,Noun,Noun
accidently,Adverb,Adverb
accidents,Noun,Noun
acclaim,Noun,Noun.Verb
acclaimed,Verb,Verb.Adjective
acclaims,Verb,Verb.Noun
acclamation,Noun,Noun
acclimate,Verb,Verb
acclimated,Verb,Verb.Adjective.Name
acclimates,Verb,Verb
acclimating,Verb,Verb
acclimatization,Noun,Noun
acclimatize,Verb,Verb
acclimatized,Verb,Verb.Adjective
accolade,Noun,Noun
accolades,Noun,Noun
accommodate,Verb,Verb
accommodated,Verb,Verb
accommodates,Verb,Verb
accommodating,Verb,Verb.Adjective
accommodation,Noun,Noun
accommodations,Noun,Noun
accommodative,Adjective,Adjective
accomodate,Verb,Verb
accompanied,Verb,Verb
accompanier,#N/A,#N/A
accompanies,Verb,Verb
accompaniment,Noun,Noun
accompanist,Noun,Noun
accompanists,Noun,Noun
accompany,Verb,Verb
accompanying,Verb,Verb.Adjective
accompli,Noun,Noun
accomplice,Noun,Noun
accomplices,Noun,Noun
accomplish,Verb,Verb
accomplished,Verb,Verb.Adjective
accomplishes,Verb,Verb
accomplishing,Verb,Verb.Noun
accomplishment,Noun,Noun
accomplishments,Noun,Noun.Name
accord,Noun,Noun.Verb.Preposition
accordable,Adjective,Adjective
accordance,Preposition,Preposition.Noun
accorded,Verb,Verb
according,Preposition,Preposition.Verb.Conjunction.Noun.Adjective
accordingly,Adverb,Adverb
accordion,Noun,Noun
accordions,Noun,Noun
accords,Noun,Noun.Verb
accost,Verb,Verb
accosted,Verb,Verb
accosting,Verb,Verb.Noun
accosts,Verb,Verb
account,Noun,Noun.Preposition.Verb
accountability,Noun,Noun
accountable,Adjective,Adjective
accountancy,Noun,Noun
accountant,Noun,Noun
accountants,Noun,Noun
accounted,Verb,Verb
accounting,Noun,Noun.Verb.Adjective
accounts,Noun,Noun.Verb
accoutered,Adjective,Adjective
accoutre,Noun,Noun
accoutred,Verb,Verb
accoutrement,Noun,Noun
accoutrements,Noun,Noun
accra,Name,Name
accreditation,Noun,Noun
accredited,Adjective,Adjective.Verb
accrediting,Verb,Verb
accrete,Verb,Verb
accrual,Noun,Noun
accrue,Verb,Verb
accrued,Verb,Verb.Adjective
accrues,Verb,Verb
accruing,Verb,Verb
accumulate,Verb,Verb
accumulated,Verb,Verb.Adjective
accumulates,Verb,Verb
accumulating,Verb,Verb.Adjective
accumulation,Noun,Noun
accumulations,Noun,Noun
accumulative,Adjective,Adjective
accumulator,Noun,Noun
accuracy,Noun,Noun
accurate,Adjective,Adjective
accurately,Adverb,Adverb
accursed,Adjective,Adjective
accusation,Noun,Noun
accusations,Noun,Noun.Verb
accusatory,Adjective,Adjective
accuse,Verb,Verb
accused,Verb,Verb.Adjective
accuser,Noun,Noun
accusers,Noun,Noun
accuses,Verb,Verb
accusing,Verb,Verb
accustom,Verb,Verb
accustomed,Adjective,Adjective.Verb
ace,Noun,Noun.Adjective.Name
aced,Verb,Verb
acentric,Adjective,Adjective
acerbic,Adjective,Adjective
aces,Noun,Noun
acetabulum,Noun,Noun
acetaminophen,Noun,Noun.Adjective
acetate,Noun,Noun
acetates,Noun,Noun
acetic,Adjective,Adjective
acetone,Noun,Noun.Verb
acetyl,Noun,Noun
acetylcholine,Verb,Verb.Noun
acetylene,Noun,Noun
acetylsalicylic,Adjective,Adjective
ach,Interjection,Interjection
achar,Noun,Noun
ache,Noun,Noun.Verb
ached,Verb,Verb
acher,Noun,Noun.Name
acheron,Name,Name.Noun
aches,Verb,Verb.Noun
achievable,Adjective,Adjective
achieve,Verb,Verb
achieved,Verb,Verb
achievement,Noun,Noun
achievements,Noun,Noun
achiever,Verb,Verb.Name
achievers,Noun,Noun
achieves,Verb,Verb
achieving,Verb,Verb.Noun
achilles,Name,Name.Noun
achiness,Noun,Noun
aching,Verb,Verb.Adjective
achingly,Adverb,Adverb
achondroplasia,Noun,Noun
achoo,Noun,Noun
achy,Adjective,Adjective.Noun
acid,Noun,Noun.Adjective
acidemia,Noun,Noun
acidic,Adjective,Adjective
acidity,Noun,Noun
acidizing,Verb,Verb
acidophilus,Noun,Noun.Name
acidosis,Noun,Noun.Name
acidotic,Adjective,Adjective
acids,Noun,Noun
acing,Verb,Verb
ack,Name,Name.Verb.Noun
ackee,Noun,Noun
acker,Name,Name.Noun
acknowledge,Verb,Verb
acknowledged,Verb,Verb.Adjective
acknowledgement,Noun,Noun
acknowledgements,Noun,Noun
acknowledges,Verb,Verb
acknowledging,Verb,Verb
acknowledgment,Noun,Noun
acknowledgments,Noun,Noun
aclu,Noun,Noun.Name
acme,Noun,Noun.Name
acne,Noun,Noun
acnes,Noun,Noun
acolyte,Noun,Noun
acolytes,Noun,Noun
acoma,Noun,Noun.Name
aconitum,Noun,Noun
acorn,Noun,Noun
acorns,Noun,Noun
acoustic,Adjective,Adjective.Noun
acoustical,Adjective,Adjective
acoustically,Adverb,Adverb
acoustics,Noun,Noun
acquaint,Verb,Verb
acquaintance,Noun,Noun
acquaintances,Noun,Noun
acquaintanceship,Noun,Noun
acquainted,Verb,Verb
acquainting,Verb,Verb
acquiesce,Verb,Verb
acquiesced,Verb,Verb
acquiescence,Noun,Noun
acquiescent,Adjective,Adjective
acquiescing,Verb,Verb
acquire,Verb,Verb
acquired,Verb,Verb.Adjective
acquirer,Noun,Noun
acquires,Verb,Verb
acquiring,Verb,Verb
acquisition,Noun,Noun
acquisitions,Noun,Noun
acquisitive,Adjective,Adjective
acquisitiveness,Noun,Noun
acquit,Noun,Noun.Name
acquittal,Noun,Noun
acquittals,Noun,Noun
acquitted,Verb,Verb.Adjective
acquitting,Verb,Verb
acre,Noun,Noun
acreage,Noun,Noun
acres,Noun,Noun
acrid,Adjective,Adjective
acrimonious,Adjective,Adjective
acrimony,Noun,Noun
acrobat,Noun,Noun.Verb.Name
acrobatic,Adjective,Adjective
acrobatics,Noun,Noun
acrobats,Noun,Noun.Verb
acromegalia,Noun,Noun
acromion,Noun,Noun
acronym,Noun,Noun
acronyms,Noun,Noun
acrophobia,Noun,Noun
acropolis,Noun,Noun.Name
across,Preposition,Preposition.Adverb
acrylic,Adjective,Adjective.Noun
acrylics,Noun,Noun
act,Verb,Verb.Noun.Name
acta,Name,Name
acted,Verb,Verb.Adjective
actg,Noun,Noun
actin,Noun,Noun.Name
acting,Verb,Verb.Adjective.Noun
actings,Noun,Noun
actinic,Adjective,Adjective
action,Noun,Noun.Verb.Name
actionable,Adjective,Adjective
actioner,Noun,Noun
actions,Noun,Noun.Verb
activate,Verb,Verb
activated,Verb,Verb.Adjective
activates,Verb,Verb
activating,Verb,Verb.Name.Adjective
activation,Noun,Noun
activator,Noun,Noun
active,Adjective,Adjective
actively,Adverb,Adverb
actives,Noun,Noun
activism,Noun,Noun
activist,Noun,Noun
activists,Noun,Noun
activities,Noun,Noun.Verb
activity,Noun,Noun
acton,Name,Name
actor,Noun,Noun.Name
actors,Noun,Noun
actory,Adjective,Adjective
actress,Noun,Noun
actresses,Noun,Noun
acts,Noun,Noun.Verb
actu,Noun,Noun
actual,Adjective,Adjective
actualisation,Noun,Noun
actualised,Verb,Verb
actualities,Noun,Noun
actuality,Noun,Noun
actualization,Noun,Noun
actualize,Verb,Verb
actually,Adverb,Adverb.Noun
actuals,Noun,Noun
actuarial,Adjective,Adjective
actuarially,Adverb,Adverb
actuaries,Noun,Noun
actuary,Noun,Noun
actuate,Verb,Verb
actuated,Verb,Verb
actuating,Adjective,Adjective
actuation,Noun,Noun
actuator,Noun,Noun
actuators,Noun,Noun
acuity,Noun,Noun
acumen,Noun,Noun
acupressure,Noun,Noun.Verb
acupuncture,Noun,Noun
acupuncturist,Noun,Noun
acupuncturists,Noun,Noun
acute,Adjective,Adjective
acutely,Adverb,Adverb
acuteness,Noun,Noun
acyclovir,Noun,Noun
ad,Noun,Noun.Adverb.Adjective
adage,Noun,Noun.Verb
adages,Noun,Noun
adagio,Noun,Noun.Name
adam,Name,Name.Noun
adamant,Adjective,Adjective
adamantine,Adjective,Adjective
adamantly,Adverb,Adverb
adamas,Noun,Noun
adams,Name,Name.Noun
adance,Noun,Noun
adapt,Verb,Verb
adaptability,Noun,Noun
adaptable,Adjective,Adjective
adaptation,Noun,Noun
adaptations,Noun,Noun
adapted,Verb,Verb.Adjective
adapter,Noun,Noun
adapting,Verb,Verb
adaption,Noun,Noun
adaptive,Adjective,Adjective
adaptor,Noun,Noun
adaptors,Noun,Noun
adapts,Verb,Verb
adar,Name,Name
adc,Name,Name
add,Verb,Verb.Noun
added,Verb,Verb.Adjective
addenda,Noun,Noun
addendum,Noun,Noun
addendums,Noun,Noun
adder,Noun,Noun.Name
adders,Noun,Noun.Name
addict,Noun,Noun
addicted,Verb,Verb.Adjective
addicting,Verb,Verb
addiction,Noun,Noun
addictions,Noun,Noun.Verb
addictive,Adjective,Adjective
addictiveness,Noun,Noun
addicts,Noun,Noun
adding,Verb,Verb.Adjective.Noun
addio,Noun,Noun
addis,Name,Name
addison,Name,Name
addition,Preposition,Preposition.Noun.Adverb
additional,Adjective,Adjective
additionally,Adverb,Adverb
additions,Noun,Noun
additive,Adjective,Adjective
additives,Noun,Noun
addle,Verb,Verb
addled,Adjective,Adjective.Verb
addlepated,Verb,Verb
addling,Verb,Verb
addr,Noun,Noun
address,Noun,Noun.Verb
addressed,Verb,Verb.Adjective
addressee,Noun,Noun
addresser,Name,Name
addresses,Noun,Noun.Verb
addressing,Verb,Verb
adds,Verb,Verb
adduce,Verb,Verb
adduced,Verb,Verb
adductor,Noun,Noun
ade,Name,Name.Noun
adelante,Noun,Noun
aden,Name,Name
adenia,Name,Name
adenine,Name,Name
adenocarcinoma,Noun,Noun
adenoid,Name,Name.Noun
adenoidal,Adjective,Adjective
adenoids,Noun,Noun
adenoma,Noun,Noun
adenopathy,Noun,Noun
adenosine,Noun,Noun.Verb
adept,Adjective,Adjective
adeptness,Noun,Noun
adepts,Noun,Noun
adequacy,Noun,Noun
adequate,Adjective,Adjective
adequately,Adverb,Adverb
adeste,Name,Name
adhere,Verb,Verb
adhered,Verb,Verb
adherence,Noun,Noun
adherent,Noun,Noun
adherents,Noun,Noun
adheres,Verb,Verb
adhering,Verb,Verb
adhesion,Noun,Noun
adhesions,Noun,Noun
adhesive,Noun,Noun.Adjective
adhesives,Noun,Noun
adiabatic,Adjective,Adjective
adieu,Interjection,Interjection.Noun
adieus,Noun,Noun
adios,Noun,Noun.Name
adipocere,Noun,Noun.Adjective
adipose,Verb,Verb
adiposity,Noun,Noun
adjacencies,Noun,Noun
adjacent,Adjective,Adjective.Preposition
adjective,Noun,Noun
adjectives,Noun,Noun
adjoined,Adjective,Adjective
adjoining,Adjective,Adjective.Verb.Noun
adjoins,Verb,Verb
adjoints,Verb,Verb
adjourn,Verb,Verb.Noun
adjourned,Verb,Verb
adjourning,Verb,Verb
adjournment,Noun,Noun
adjourns,Verb,Verb.Noun
adjudge,Verb,Verb
adjudged,Verb,Verb
adjudicate,Verb,Verb.Noun
adjudicated,Verb,Verb
adjudicating,Verb,Verb
adjudication,Noun,Noun
adjudicator,Noun,Noun
adjunct,Noun,Noun
adjure,Verb,Verb
adjust,Verb,Verb
adjustability,Noun,Noun
adjustable,Adjective,Adjective
adjusted,Verb,Verb.Adjective
adjuster,Noun,Noun
adjusters,Noun,Noun
adjusting,Verb,Verb.Noun.Adjective
adjustment,Noun,Noun
adjustments,Noun,Noun
adjustor,Noun,Noun
adjusts,Verb,Verb
adjutant,Noun,Noun
adjutants,Noun,Noun
adjuvant,Adjective,Adjective
adm,Name,Name
admin,Noun,Noun.Name
administer,Verb,Verb
administered,Verb,Verb
administerial,Adjective,Adjective
administering,Verb,Verb
administers,Verb,Verb
administrate,Verb,Verb.Adjective
administrates,Verb,Verb
administration,Noun,Noun
administrations,Noun,Noun
administrative,Adjective,Adjective
administrator,Noun,Noun
administrators,Noun,Noun
adminstration,Noun,Noun
admirable,Adjective,Adjective.Noun
admirably,Adverb,Adverb
admiral,Noun,Noun.Name
admirals,Noun,Noun
admiralty,Noun,Noun
admiration,Noun,Noun
admire,Verb,Verb
admired,Verb,Verb.Adjective
admirer,Noun,Noun
admirers,Noun,Noun
admires,Verb,Verb
admiring,Verb,Verb.Adjective
admissibility,Noun,Noun
admissible,Adjective,Adjective
admission,Noun,Noun
admissions,Noun,Noun.Verb.Name
admit,Verb,Verb
admits,Verb,Verb
admittance,Noun,Noun
admittances,Noun,Noun
admitted,Verb,Verb.Adjective
admittedly,Adverb,Adverb
admittee,Noun,Noun
admittible,Adjective,Adjective
admitting,Verb,Verb.Adjective
admixture,Noun,Noun
admonish,Verb,Verb
admonished,Verb,Verb
admonishing,Verb,Verb
admonishments,Noun,Noun
admonition,Noun,Noun
admonitions,Noun,Noun
adnexa,Noun,Noun
adnexal,Adjective,Adjective
ado,Noun,Noun
adobe,Noun,Noun
adolescence,Noun,Noun
adolescences,Noun,Noun
adolescent,Adjective,Adjective.Noun
adolescents,Noun,Noun
adolf,Name,Name
adolph,Name,Name.Noun
adonai,Noun,Noun.Adjective.Name
adonis,Noun,Noun.Name
adopt,Verb,Verb
adoptable,Adjective,Adjective
adopted,Verb,Verb.Adjective
adopter,Noun,Noun
adopting,Verb,Verb.Adjective
adoption,Noun,Noun
adoptions,Noun,Noun
adoptive,Adjective,Adjective
adopts,Verb,Verb
adorability,Noun,Noun
adorable,Adjective,Adjective.Name
adorableness,Noun,Noun
adorably,Adverb,Adverb
adoration,Noun,Noun
adore,Verb,Verb
adored,Verb,Verb.Adjective
adorers,Noun,Noun
adores,Verb,Verb
adoring,Adjective,Adjective.Verb
adoringly,Adverb,Adverb
adorn,Verb,Verb
adorned,Verb,Verb
adorning,Verb,Verb
adornment,Noun,Noun
adornments,Noun,Noun
adorns,Verb,Verb
adrenal,Adjective,Adjective
adrenalectomy,Noun,Noun
adrenalin,Noun,Noun.Name
adrenaline,Noun,Noun.Verb.Name
adrenals,Noun,Noun
adrenochrome,Noun,Noun
adriatic,Name,Name
adrift,Adjective,Adjective
adroit,Adjective,Adjective
adroitly,Adverb,Adverb
adroitness,Noun,Noun
adrop,Noun,Noun
ads,Noun,Noun
adulation,Noun,Noun
adult,Noun,Noun.Adjective
adulterant,Noun,Noun
adulterate,Verb,Verb
adulterated,Adjective,Adjective
adulterating,Verb,Verb
adulterer,Noun,Noun.Name.Adjective
adulterers,Noun,Noun
adulteress,Noun,Noun.Verb
adulterize,Verb,Verb
adulterous,Adjective,Adjective
adultery,Noun,Noun
adulthood,Noun,Noun
adults,Noun,Noun
adust,Verb,Verb
adv,Noun,Noun
advance,Noun,Noun.Verb.Adjective
advanced,Adjective,Adjective.Verb
advancement,Noun,Noun
advancements,Noun,Noun
advances,Noun,Noun.Verb
advancing,Adjective,Adjective.Verb
advantage,Noun,Noun.Verb
advantaged,Verb,Verb.Adjective
advantageous,Adjective,Adjective
advantages,Noun,Noun
advent,Noun,Noun
adventist,Adjective,Adjective.Noun
adventists,Noun,Noun
adventure,Noun,Noun.Name
adventurer,Noun,Noun
adventurers,Noun,Noun
adventures,Noun,Noun
adventuresome,Adjective,Adjective
adventuress,Noun,Noun.Verb
adventuring,Verb,Verb.Noun
adventurist,Noun,Noun
adventurous,Adjective,Adjective
adventurousness,Noun,Noun
adverb,Noun,Noun
adverbial,Adjective,Adjective
adverbs,Noun,Noun
adversarial,Adjective,Adjective
adversaries,Noun,Noun
adversary,Noun,Noun
adverse,Adjective,Adjective
adversely,Adverb,Adverb
adversities,Noun,Noun
adversity,Noun,Noun
advert,Noun,Noun
adverted,Verb,Verb
advertently,Adverb,Adverb
advertise,Verb,Verb
advertised,Verb,Verb.Adjective
advertisement,Noun,Noun
advertisements,Noun,Noun
advertiser,Noun,Noun
advertisers,Noun,Noun
advertises,Verb,Verb
advertising,Noun,Noun.Verb
adverts,Noun,Noun
advice,Noun,Noun
advices,Noun,Noun
advisable,Adjective,Adjective
advise,Verb,Verb
advised,Verb,Verb
advisedly,Adverb,Adverb
advisee,Noun,Noun
advisees,Noun,Noun
advisement,Noun,Noun
adviser,Noun,Noun
advisers,Noun,Noun
advises,Verb,Verb
advising,Verb,Verb
advisor,Noun,Noun.Name
advisories,Verb,Verb.Noun
advisors,Noun,Noun
advisory,Adjective,Adjective
advocaat,Verb,Verb.Noun
advocacy,Noun,Noun
advocate,Noun,Noun.Verb.Name
advocated,Verb,Verb
advocates,Noun,Noun
advocating,Verb,Verb
ae,Unclassified,Unclassified
aedes,Verb,Verb
aegean,Name,Name
aegis,Noun,Noun.Name
aegisthus,Noun,Noun.Name
aeneas,Name,Name
aeolian,Adjective,Adjective
aeon,Noun,Noun
aeons,Noun,Noun
aer,Noun,Noun.Name
aerate,Verb,Verb
aerating,Verb,Verb
aeration,Noun,Noun
aerial,Noun,Noun.Adjective
aerialist,Noun,Noun
aerials,Noun,Noun
aerie,Noun,Noun
aeries,Noun,Noun
aero,Noun,Noun.Name
aerobatics,Noun,Noun
aerobic,Adjective,Adjective
aerobically,Adverb,Adverb
aerobics,Noun,Noun.Name
aerodromes,Noun,Noun
aerodynamic,Adjective,Adjective
aerodynamically,Adverb,Adverb
aerodynamics,Noun,Noun
aerodyne,Name,Name
aeroelastic,Adjective,Adjective
aerofoils,Noun,Noun
aeron,Name,Name
aeronautical,Adjective,Adjective.Name
aeronautics,Noun,Noun
aeroplane,Noun,Noun
aeroplanes,Noun,Noun
aerosol,Noun,Noun
aerosolized,Adjective,Adjective.Verb
aerosols,Noun,Noun
aerospace,Noun,Noun
aery,Adjective,Adjective
aeschylus,Name,Name
aesir,Noun,Noun
aesop,Name,Name.Noun.Verb
aesthete,Noun,Noun
aesthetes,Noun,Noun
aesthetic,Adjective,Adjective
aesthetically,Adverb,Adverb
aesthetics,Noun,Noun
aet,Unclassified,Unclassified
af,Unclassified,Unclassified
afar,Adverb,Adverb
afb,Noun,Noun.Name
afd,Noun,Noun.Name
afeard,Noun,Noun
afeared,Verb,Verb.Adjective
afebrile,Noun,Noun.Adjective
afer,Verb,Verb
aff,Noun,Noun.Verb
affa,Noun,Noun
affability,Noun,Noun
affable,Adjective,Adjective
affably,Adverb,Adverb
affair,Noun,Noun
affaire,Noun,Noun
affaires,Noun,Noun
affairs,Noun,Noun.Verb
affect,Verb,Verb.Noun
affectation,Noun,Noun
affectations,Noun,Noun
affected,Verb,Verb.Adjective
